town,ward,precinct,office,district,party,candidate,votes
Waltham,2,2,President,,Democratic,Al Sharpton,0
Worcester,5,4,President,,Democratic,No Preference,3
Tewksbury,-,1,President,,Republican,All Others,1
Woburn,2,1,President,,Libertarian,Gary Nolan,0
Somerset,-,2,President,,Democratic,Wesley K. Clark,0
Canton,-,5,President,,Democratic,Blank Votes,2
Longmeadow,-,C,President,,Republican,Blank Votes,2
Scituate,-,1,President,,Republican,All Others,2
Holyoke,4,B,President,,Democratic,All Others,1
Erving,-,1,President,,Democratic,John Edwards,10
Boston,6,4,President,,Republican,Blank Votes,0
Malden,4,1,President,,Republican,Total Votes Cast,8
Newton,7,4,President,,Libertarian,No Preference,0
Medford,5,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Lunenburg,-,D,President,,Democratic,Dennis J. Kucinich,5
Hingham,-,4,President,,Democratic,Richard E. Gephardt,1
E. Longmeadow,-,3,President,,Democratic,Wesley K. Clark,0
Mansfield,-,1,President,,Libertarian,Ruben Perez,0
Haverhill,7,1,President,,Democratic,Joseph Lieberman,3
Wareham,-,3,President,,Libertarian,No Preference,0
Somerville,4,3,President,,Libertarian,No Preference,0
Attleboro,3,B,President,,Democratic,John Edwards,72
Woburn,2,2,President,,Green-Rainbow,Paul Glover,0
Athol,-,2,President,,Libertarian,All Others,0
Northampton,1,A,President,,Democratic,Carol Moseley Braun,3
Cambridge,2,1,President,,Green-Rainbow,Kent Mesplay,0
Quincy,2,1,President,,Democratic,Wesley K. Clark,0
Brockton,2,C,President,,Republican,Blank Votes,0
Peabody,2,3,President,,Libertarian,Total Votes Cast,0
Methuen,-,1,President,,Green-Rainbow,Lorna Salzman,0
Harvard,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Fall River,9,B,President,,Libertarian,No Preference,0
Boston,16,1,President,,Libertarian,Ruben Perez,0
Stoughton,-,7,President,,Republican,No Preference,7
Springfield,7,A,President,,Democratic,Wesley K. Clark,0
Lawrence,D,1,President,,Green-Rainbow,All Others,0
Dudley,-,4,President,,Democratic,Al Sharpton,1
Barnstable,-,10,President,,Democratic,Joseph Lieberman,5
Lowell,2,3,President,,Green-Rainbow,Total Votes Cast,1
Fall River,3,C,President,,Democratic,All Others,0
Chelsea,2,4,President,,Democratic,Dennis J. Kucinich,1
Malden,2,2,President,,Green-Rainbow,Total Votes Cast,0
Hinsdale,-,1,President,,Democratic,No Preference,1
Boston,17,3,President,,Democratic,Richard E. Gephardt,1
Lowell,6,3,President,,Libertarian,Gary Nolan,0
Boston,15,7,President,,Democratic,Joseph Lieberman,0
Chicopee,3,B,President,,Democratic,Carol Moseley Braun,0
Pittsfield,3,B,President,,Republican,Total Votes Cast,18
Blackstone,-,2,President,,Democratic,John Edwards,55
Quincy,1,2,President,,Democratic,Richard E. Gephardt,0
Boston,22,11,President,,Democratic,Blank Votes,6
Springfield,1,C,President,,Democratic,John Edwards,0
New Bedford,6,D,President,,Green-Rainbow,Blank Votes,0
Boston,1,14,President,,Libertarian,Gary Nolan,0
Sharon,-,1,President,,Green-Rainbow,Paul Glover,0
Brockton,1,D,President,,Democratic,Dennis J. Kucinich,6
Northampton,4,B,President,,Libertarian,Ruben Perez,0
Sharon,-,5,President,,Republican,Blank Votes,1
Fall River,3,C,President,,Democratic,Dennis J. Kucinich,2
Wakefield,-,6,President,,Democratic,Al Sharpton,2
Boston,1,4,President,,Democratic,No Preference,2
Dennis,-,2,President,,Democratic,John Edwards,74
Dennis,-,4,President,,Republican,Blank Votes,7
Norfolk,-,3,President,,Green-Rainbow,David Cobb,0
Boston,1,15,President,,Libertarian,All Others,0
Boston,20,8,President,,Libertarian,All Others,0
Boston,5,1,President,,Democratic,Dennis J. Kucinich,20
Gloucester,2,2,President,,Green-Rainbow,Kent Mesplay,0
Stoughton,-,4,President,,Green-Rainbow,Kent Mesplay,0
Gardner,1,A,President,,Libertarian,Gary Nolan,0
Braintree,-,11,President,,Green-Rainbow,Paul Glover,0
Boston,17,14,President,,Republican,No Preference,1
Boston,18,2,President,,Green-Rainbow,Kent Mesplay,0
Weston,-,4,President,,Green-Rainbow,Blank Votes,0
Boston,1,5,President,,Libertarian,Aaron Russo,0
Tyngsborough,-,3,President,,Republican,All Others,0
Billerica,-,11,President,,Republican,George W. Bush,47
Dracut,-,7,President,,Democratic,Wesley K. Clark,1
Webster,-,2,President,,Democratic,Blank Votes,9
Westfield,3,B,President,,Green-Rainbow,Lorna Salzman,0
Revere,4,1,President,,Libertarian,Blank Votes,0
Orleans,-,1,President,,Libertarian,Michael Badnarik,0
Woburn,4,1,President,,Democratic,Blank Votes,2
Millis,-,1,President,,Green-Rainbow,All Others,0
Scituate,-,4,President,,Democratic,Blank Votes,2
Boston,1,7,President,,Democratic,No Preference,0
Brockton,3,D,President,,Libertarian,Blank Votes,0
Norwood,-,9,President,,Green-Rainbow,Paul Glover,0
Winthrop,-,3,President,,Democratic,Dennis J. Kucinich,4
Hudson,-,1,President,,Democratic,All Others,0
Walpole,-,2,President,,Democratic,Blank Votes,0
Sandwich,-,1,President,,Democratic,Wesley K. Clark,1
Marlborough,2,1,President,,Democratic,Joseph Lieberman,1
Needham,-,B,President,,Green-Rainbow,Blank Votes,0
E. Longmeadow,-,2,President,,Democratic,Howard Dean,3
Orange,-,1,President,,Republican,Total Votes Cast,55
Medford,4,2,President,,Green-Rainbow,Blank Votes,0
Scituate,-,5,President,,Green-Rainbow,Total Votes Cast,0
Northfield,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Lawrence,B,4,President,,Democratic,No Preference,5
Dennis,-,5,President,,Republican,No Preference,8
Reading,-,7,President,,Green-Rainbow,Total Votes Cast,0
Abington,-,4,President,,Democratic,All Others,0
Boston,12,7,President,,Republican,All Others,0
Boston,4,2,President,,Democratic,Richard E. Gephardt,0
Revere,4,2,President,,Libertarian,All Others,0
Springfield,7,D,President,,Republican,Total Votes Cast,10
Brookline,-,11,President,,Green-Rainbow,All Others,0
Springfield,8,D,President,,Libertarian,Jeffrey Diket,0
Lexington,-,8,President,,Democratic,Joseph Lieberman,11
Framingham,-,6,President,,Democratic,Richard E. Gephardt,1
Woburn,5,2,President,,Libertarian,Jeffrey Diket,0
Boston,14,10,President,,Democratic,Total Votes Cast,158
Longmeadow,-,B,President,,Libertarian,No Preference,0
Arlington,-,1,President,,Libertarian,No Preference,0
Tewksbury,-,4,President,,Republican,Total Votes Cast,30
Worcester,9,3,President,,Green-Rainbow,No Preference,1
Tewksbury,-,1,President,,Democratic,Al Sharpton,4
N. Attleborough,-,9,President,,Republican,George W. Bush,141
Clinton,-,4,President,,Green-Rainbow,Kent Mesplay,0
Boston,2,6,President,,Libertarian,Ruben Perez,0
Stoneham,-,6,President,,Libertarian,Michael Badnarik,0
Holyoke,1,B,President,,Democratic,Total Votes Cast,143
Boston,16,6,President,,Democratic,Wesley K. Clark,0
Lexington,-,9,President,,Democratic,Richard E. Gephardt,0
Weymouth,-,4,President,,Democratic,Carol Moseley Braun,1
Quincy,2,3,President,,Democratic,John F. Kerry,174
New Marlborough,-,1,President,,Democratic,All Others,0
New Bedford,3,G,President,,Green-Rainbow,Paul Glover,0
Worcester,1,2,President,,Democratic,Blank Votes,4
Acton,-,2,President,,Libertarian,Ruben Perez,0
Bellingham,-,5,President,,Republican,All Others,0
Halifax,-,1,President,,Republican,Total Votes Cast,38
Shrewsbury,-,4,President,,Republican,No Preference,5
Worcester,5,5,President,,Green-Rainbow,Lorna Salzman,0
Waltham,1,2,President,,Republican,Total Votes Cast,21
Bridgewater,-,2,President,,Democratic,Total Votes Cast,261
Springfield,4,F,President,,Libertarian,All Others,0
Boston,1,2,President,,Libertarian,Michael Badnarik,0
Holliston,-,4,President,,Republican,George W. Bush,41
Braintree,-,5,President,,Libertarian,Aaron Russo,0
Marshfield,-,6,President,,Democratic,Al Sharpton,4
Pittsfield,5,B,President,,Democratic,No Preference,2
Natick,-,2,President,,Libertarian,Ruben Perez,0
Swampscott,-,5,President,,Libertarian,Aaron Russo,0
Wellesley,-,E,President,,Libertarian,Michael Badnarik,0
Brockton,4,C,President,,Green-Rainbow,Kent Mesplay,0
New Bedford,5,A,President,,Green-Rainbow,No Preference,0
Everett,6,2,President,,Green-Rainbow,Blank Votes,0
Longmeadow,-,B,President,,Democratic,Al Sharpton,2
Southampton,-,1,President,,Democratic,All Others,1
Boston,14,13,President,,Republican,George W. Bush,1
Norfolk,-,3,President,,Democratic,Wesley K. Clark,4
Shrewsbury,-,1,President,,Democratic,No Preference,2
Malden,7,2,President,,Republican,Total Votes Cast,16
New Bedford,5,G,President,,Green-Rainbow,Kent Mesplay,0
Essex,-,1,President,,Libertarian,No Preference,0
Boston,20,8,President,,Green-Rainbow,Lorna Salzman,0
Watertown,-,11,President,,Democratic,Richard E. Gephardt,0
Bridgewater,-,4,President,,Republican,Blank Votes,0
Boston,1,2,President,,Democratic,Blank Votes,4
Nahant,-,1,President,,Democratic,All Others,1
Boston,16,9,President,,Libertarian,Jeffrey Diket,0
Hamilton,-,1,President,,Libertarian,All Others,1
Boston,12,7,President,,Republican,George W. Bush,1
Marion,-,1,President,,Democratic,Blank Votes,3
Boston,22,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Fall River,8,D,President,,Democratic,Dennis J. Kucinich,3
Lynn,4,3,President,,Republican,George W. Bush,10
Pelham,-,1,President,,Democratic,Dennis J. Kucinich,75
Randolph,-,8,President,,Libertarian,Ruben Perez,0
Fall River,4,C,President,,Green-Rainbow,David Cobb,0
Lawrence,C,3,President,,Libertarian,No Preference,0
Taunton,4,B,President,,Green-Rainbow,Kent Mesplay,0
Boston,21,5,President,,Democratic,Carol Moseley Braun,0
Malden,6,1,President,,Libertarian,Gary Nolan,0
Carver,-,1,President,,Democratic,Dennis J. Kucinich,2
Norwood,-,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Raynham,-,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Fall River,2,A,President,,Libertarian,Ruben Perez,0
Walpole,-,2,President,,Libertarian,All Others,0
Palmer,-,1,President,,Libertarian,Gary Nolan,0
Acton,-,4,President,,Democratic,Richard E. Gephardt,1
Kingston,-,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Rockport,-,2,President,,Democratic,All Others,0
Millis,-,3,President,,Republican,Total Votes Cast,223
Medford,4,1,President,,Democratic,Wesley K. Clark,1
Charlton,-,2,President,,Democratic,Dennis J. Kucinich,2
Billerica,-,5,President,,Green-Rainbow,Lorna Salzman,0
Weston,-,4,President,,Libertarian,Gary Nolan,0
Billerica,-,9,President,,Libertarian,Gary Nolan,0
Belmont,-,6,President,,Democratic,All Others,0
Arlington,-,19,President,,Green-Rainbow,Kent Mesplay,0
Wayland,-,1,President,,Republican,George W. Bush,172
Boston,11,4,President,,Libertarian,Gary Nolan,1
New Bedford,5,B,President,,Democratic,Richard E. Gephardt,0
Dunstable,-,1,President,,Republican,Blank Votes,0
Boxborough,-,1,President,,Democratic,John F. Kerry,330
New Bedford,5,E,President,,Democratic,Howard Dean,5
Oxford,-,1,President,,Democratic,Blank Votes,3
Attleboro,2,A,President,,Republican,No Preference,11
Worcester,6,5,President,,Democratic,Total Votes Cast,263
Waltham,7,2,President,,Libertarian,No Preference,0
Medford,3,2,President,,Democratic,All Others,3
Dracut,-,5,President,,Libertarian,Jeffrey Diket,0
Concord,-,2,President,,Green-Rainbow,Blank Votes,0
Fall River,1,A,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Everett,6,1,President,,Democratic,John F. Kerry,154
Worcester,1,4,President,,Democratic,Wesley K. Clark,3
Northampton,5,A,President,,Democratic,No Preference,0
Arlington,-,17,President,,Republican,All Others,0
W. Springfield,-,2,President,,Democratic,Wesley K. Clark,2
Arlington,-,15,President,,Democratic,Howard Dean,23
Amesbury,-,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Arlington,-,14,President,,Democratic,John F. Kerry,285
Fitchburg,3,B,President,,Green-Rainbow,Blank Votes,0
Quincy,4,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Leicester,-,1,President,,Libertarian,All Others,0
Springfield,5,C,President,,Democratic,Dennis J. Kucinich,1
Boston,21,11,President,,Green-Rainbow,All Others,0
Westport,-,A,President,,Republican,No Preference,4
Framingham,-,16,President,,Democratic,Wesley K. Clark,1
Canton,-,1,President,,Green-Rainbow,All Others,0
Abington,-,3,President,,Republican,All Others,0
Chatham,-,1,President,,Democratic,Dennis J. Kucinich,10
Natick,-,2,President,,Democratic,Al Sharpton,3
Worcester,5,2,President,,Green-Rainbow,Total Votes Cast,0
Westfield,2,A,President,,Republican,No Preference,1
Boylston,-,1,President,,Republican,All Others,0
Cambridge,4,2,President,,Green-Rainbow,No Preference,0
Boston,17,6,President,,Green-Rainbow,David Cobb,1
New Bedford,4,F,President,,Democratic,Blank Votes,5
Dennis,-,5,President,,Democratic,Joseph Lieberman,2
Rochester,-,1,President,,Libertarian,Gary Nolan,0
Westfield,5,A,President,,Democratic,Al Sharpton,2
Chicopee,3,AE,President,,Green-Rainbow,All Others,0
Cambridge,6,3,President,,Republican,No Preference,2
Hingham,-,3,President,,Democratic,Blank Votes,10
Eastham,-,1,President,,Libertarian,Total Votes Cast,3
Worcester,5,3,President,,Libertarian,Michael Badnarik,0
Marblehead,-,5,President,,Libertarian,Gary Nolan,1
Northbridge,-,2,President,,Green-Rainbow,Blank Votes,0
Lynn,3,4,President,,Democratic,John Edwards,41
Holyoke,3,A,President,,Libertarian,Total Votes Cast,2
Plymouth,-,9,President,,Libertarian,Michael Badnarik,0
Plymouth,-,10,President,,Democratic,Carol Moseley Braun,0
Dracut,-,5,President,,Republican,Blank Votes,1
Clinton,-,4,President,,Democratic,Carol Moseley Braun,0
Norton,-,5,President,,Democratic,Al Sharpton,3
Woburn,1,2,President,,Democratic,Al Sharpton,2
Arlington,-,9,President,,Democratic,Wesley K. Clark,2
New Bedford,1,E,President,,Libertarian,Jeffrey Diket,0
Bourne,-,5,President,,Democratic,Wesley K. Clark,1
Groton,-,1,President,,Democratic,All Others,1
Palmer,-,1,President,,Republican,Total Votes Cast,17
Boston,14,3,President,,Republican,No Preference,1
Fall River,1,A,President,,Democratic,Dennis J. Kucinich,2
Newton,7,1,President,,Democratic,Al Sharpton,1
N. Adams,5,5,President,,Democratic,Howard Dean,4
Leominster,2,C,President,,Democratic,John Edwards,7
Chicopee,2,D,President,,Libertarian,Gary Nolan,0
Arlington,-,17,President,,Republican,George W. Bush,16
Wakefield,-,3,President,,Republican,George W. Bush,44
Northbridge,-,2,President,,Republican,All Others,0
Brewster,-,2,President,,Green-Rainbow,No Preference,1
Haverhill,4,1,President,,Libertarian,All Others,0
New Bedford,6,D,President,,Democratic,Dennis J. Kucinich,1
Needham,-,A,President,,Democratic,John F. Kerry,422
Boston,18,14,President,,Democratic,Carol Moseley Braun,0
Berlin,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Springfield,6,C,President,,Libertarian,All Others,0
Haverhill,7,1,President,,Republican,All Others,0
Quincy,2,5,President,,Green-Rainbow,No Preference,0
Boston,20,17,President,,Republican,Total Votes Cast,26
Boston,11,10,President,,Democratic,Blank Votes,2
Dartmouth,-,3,President,,Republican,Blank Votes,0
New Bedford,3,B,President,,Democratic,Joseph Lieberman,2
Boston,3,2,President,,Democratic,Blank Votes,5
Westwood,-,1,President,,Democratic,Dennis J. Kucinich,10
Marlborough,6,1,President,,Democratic,Dennis J. Kucinich,1
Rutland,-,2,President,,Libertarian,Blank Votes,0
Springfield,8,B,President,,Libertarian,Jeffrey Diket,0
Winchester,-,3,President,,Libertarian,Blank Votes,0
Newton,6,2,President,,Democratic,Carol Moseley Braun,0
Marshfield,-,6,President,,Democratic,Joseph Lieberman,4
Belmont,-,1,President,,Libertarian,Aaron Russo,0
Marblehead,-,3,President,,Green-Rainbow,No Preference,0
Arlington,-,21,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Gardner,3,A,President,,Republican,No Preference,1
Hamilton,-,1,President,,Libertarian,Michael Badnarik,0
Quincy,6,1,President,,Green-Rainbow,No Preference,0
Newton,8,4,President,,Republican,No Preference,3
Hudson,-,4,President,,Democratic,No Preference,0
Lowell,3,1,President,,Libertarian,All Others,0
Salem,5,2,President,,Green-Rainbow,Kent Mesplay,0
Billerica,-,7,President,,Republican,Total Votes Cast,50
Braintree,-,8,President,,Green-Rainbow,No Preference,0
Danvers,-,8,President,,Democratic,Howard Dean,1
Boston,6,1,President,,Green-Rainbow,Lorna Salzman,0
Boston,4,6,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Arlington,-,13,President,,Libertarian,Jeffrey Diket,0
Plainville,-,1,President,,Democratic,Dennis J. Kucinich,6
Lowell,1,3,President,,Green-Rainbow,All Others,0
Boston,5,10,President,,Libertarian,Total Votes Cast,1
Brockton,3,B,President,,Democratic,Carol Moseley Braun,0
Braintree,-,1,President,,Green-Rainbow,Paul Glover,0
Somerville,2,2,President,,Democratic,Al Sharpton,5
Boston,14,9,President,,Democratic,Wesley K. Clark,0
Arlington,-,1,President,,Green-Rainbow,Blank Votes,1
Franklin,-,8,President,,Democratic,John F. Kerry,215
Springfield,3,F,President,,Republican,George W. Bush,4
Randolph,-,7,President,,Libertarian,Ruben Perez,0
Phillipston,-,1,President,,Democratic,Howard Dean,2
Brookline,-,7,President,,Green-Rainbow,Kent Mesplay,1
Gardner,1,C,President,,Republican,Blank Votes,0
Newton,5,2,President,,Republican,George W. Bush,16
Newburyport,5,1,President,,Libertarian,No Preference,0
N. Attleborough,-,2,President,,Libertarian,Total Votes Cast,0
Boston,12,1,President,,Libertarian,No Preference,0
Billerica,-,11,President,,Green-Rainbow,Kent Mesplay,0
Haverhill,7,3,President,,Libertarian,Blank Votes,1
Westfield,6,B,President,,Green-Rainbow,No Preference,0
Haverhill,3,3,President,,Green-Rainbow,Lorna Salzman,1
Chelmsford,-,6,President,,Republican,Blank Votes,3
Medford,8,1,President,,Democratic,Wesley K. Clark,7
Easthampton,-,1,President,,Green-Rainbow,All Others,0
Barnstable,-,1,President,,Republican,George W. Bush,47
New Bedford,1,E,President,,Democratic,Wesley K. Clark,1
Boston,18,9,President,,Democratic,Total Votes Cast,279
Winthrop,-,1,President,,Green-Rainbow,Kent Mesplay,0
Brockton,1,D,President,,Democratic,John F. Kerry,273
Wilbraham,-,C,President,,Democratic,Howard Dean,7
Westfield,6,B,President,,Democratic,Wesley K. Clark,0
Westport,-,B,President,,Green-Rainbow,Paul Glover,0
Sudbury,-,3,President,,Republican,George W. Bush,51
Bourne,-,5,President,,Libertarian,Aaron Russo,0
Chicopee,3,B,President,,Libertarian,Gary Nolan,0
Falmouth,-,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Winthrop,-,4,President,,Green-Rainbow,Blank Votes,0
Dracut,-,6,President,,Democratic,Al Sharpton,2
Norton,-,2,President,,Green-Rainbow,David Cobb,0
Fitchburg,3,A,President,,Republican,All Others,0
Worcester,9,2,President,,Libertarian,Jeffrey Diket,0
Weymouth,-,7,President,,Democratic,Carol Moseley Braun,0
Boston,18,23,President,,Democratic,Blank Votes,8
Boston,6,1,President,,Green-Rainbow,Paul Glover,0
Foxborough,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Chelmsford,-,3,President,,Democratic,John Edwards,108
Saugus,-,7,President,,Green-Rainbow,Paul Glover,0
Boston,18,10,President,,Libertarian,Total Votes Cast,0
Marblehead,-,5,President,,Democratic,Wesley K. Clark,0
Winthrop,-,2,President,,Republican,Total Votes Cast,44
Braintree,-,9,President,,Democratic,All Others,1
Taunton,3,B,President,,Green-Rainbow,Blank Votes,0
Boston,21,15,President,,Democratic,No Preference,0
Great Barrington,-,D,President,,Green-Rainbow,All Others,0
Shrewsbury,-,7,President,,Green-Rainbow,Kent Mesplay,0
Lowell,4,3,President,,Republican,All Others,0
Bridgewater,-,5,President,,Libertarian,No Preference,0
Wellesley,-,E,President,,Libertarian,Total Votes Cast,3
Mansfield,-,6,President,,Green-Rainbow,David Cobb,0
Brookline,-,13,President,,Libertarian,No Preference,0
New Bedford,6,F,President,,Democratic,Carol Moseley Braun,0
Gloucester,2,2,President,,Libertarian,Total Votes Cast,0
Sherborn,-,1,President,,Libertarian,Blank Votes,0
Rockport,-,2,President,,Democratic,Total Votes Cast,376
Northampton,6,A,President,,Libertarian,All Others,0
Fall River,2,A,President,,Libertarian,Total Votes Cast,2
Danvers,-,4,President,,Democratic,Dennis J. Kucinich,4
Millbury,-,2,President,,Democratic,John F. Kerry,185
Revere,5,2,President,,Democratic,John F. Kerry,91
Boston,18,4,President,,Republican,Total Votes Cast,2
New Bedford,3,D,President,,Libertarian,Gary Nolan,0
Tyngsborough,-,2,President,,Democratic,John F. Kerry,141
Wareham,-,1,President,,Democratic,Total Votes Cast,328
Newton,1,2,President,,Democratic,John F. Kerry,304
Boston,18,19,President,,Republican,No Preference,3
Easthampton,-,2,President,,Green-Rainbow,Blank Votes,0
Gardner,1,B,President,,Libertarian,All Others,0
Holden,-,3,President,,Libertarian,Michael Badnarik,0
Boston,11,7,President,,Democratic,Dennis J. Kucinich,80
Berlin,-,1,President,,Democratic,Howard Dean,9
Cambridge,11,2,President,,Democratic,Blank Votes,9
Brockton,5,A,President,,Democratic,Wesley K. Clark,0
Harwich,-,1,President,,Democratic,John Edwards,73
Boston,18,5,President,,Green-Rainbow,All Others,0
Boston,11,2,President,,Green-Rainbow,Total Votes Cast,0
Shrewsbury,-,8,President,,Republican,No Preference,8
Lawrence,A,3,President,,Democratic,Dennis J. Kucinich,1
Stoughton,-,2,President,,Green-Rainbow,Lorna Salzman,0
Beverly,3,1,President,,Democratic,Blank Votes,2
Richmond,-,1,President,,Democratic,All Others,0
Belchertown,-,D,President,,Democratic,John Edwards,40
Quincy,4,2,President,,Democratic,Total Votes Cast,299
Watertown,-,9,President,,Democratic,Joseph Lieberman,1
Wakefield,-,6,President,,Libertarian,All Others,0
Marion,-,1,President,,Green-Rainbow,Lorna Salzman,0
Brockton,1,C,President,,Libertarian,Jeffrey Diket,0
Watertown,-,12,President,,Green-Rainbow,Blank Votes,0
N. Attleborough,-,4,President,,Democratic,Dennis J. Kucinich,0
Boston,10,4,President,,Democratic,Total Votes Cast,328
Lawrence,A,4,President,,Green-Rainbow,Lorna Salzman,0
Colrain,-,1,President,,Democratic,Joseph Lieberman,1
Westwood,-,3,President,,Green-Rainbow,Kent Mesplay,0
Lynn,6,1,President,,Democratic,Richard E. Gephardt,0
Newton,3,1,President,,Green-Rainbow,David Cobb,0
Auburn,-,2,President,,Democratic,Blank Votes,7
Boston,14,12,President,,Green-Rainbow,David Cobb,0
Spencer,-,2,President,,Democratic,Dennis J. Kucinich,3
Maynard,-,1,President,,Republican,No Preference,4
Watertown,-,7,President,,Libertarian,Ruben Perez,0
Taunton,2,B,President,,Libertarian,All Others,0
Auburn,-,4,President,,Libertarian,Ruben Perez,0
Waltham,3,2,President,,Green-Rainbow,Kent Mesplay,0
Easton,-,2,President,,Republican,Blank Votes,3
Webster,-,3,President,,Democratic,Howard Dean,1
Marlborough,4,2,President,,Green-Rainbow,Blank Votes,0
Belmont,-,8,President,,Libertarian,All Others,0
Auburn,-,3,President,,Green-Rainbow,All Others,0
Chicopee,2,CN,President,,Libertarian,All Others,0
Holyoke,1,A,President,,Republican,Blank Votes,0
Barnstable,-,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Gardner,1,C,President,,Libertarian,No Preference,0
Newton,8,3,President,,Democratic,Blank Votes,3
Northborough,-,1,President,,Republican,Total Votes Cast,23
Revere,3,2,President,,Democratic,Dennis J. Kucinich,2
Longmeadow,-,E,President,,Republican,George W. Bush,16
Shrewsbury,-,5,President,,Democratic,No Preference,1
New Bedford,5,B,President,,Libertarian,Blank Votes,0
Petersham,-,1,President,,Green-Rainbow,Lorna Salzman,1
Mashpee,-,5,President,,Republican,Total Votes Cast,51
Brookline,-,9,President,,Libertarian,Total Votes Cast,0
Grafton,-,1,President,,Democratic,No Preference,1
Cambridge,3,1,President,,Libertarian,No Preference,0
Webster,-,1,President,,Libertarian,All Others,0
Lynnfield,-,4,President,,Democratic,Joseph Lieberman,4
Peabody,6,2,President,,Libertarian,Blank Votes,0
Boston,8,1,President,,Democratic,Al Sharpton,7
Boston,5,7,President,,Green-Rainbow,Total Votes Cast,1
Norwood,-,5,President,,Libertarian,Blank Votes,0
Wareham,-,1,President,,Democratic,Howard Dean,7
Mansfield,-,3,President,,Libertarian,Ruben Perez,0
Brockton,3,C,President,,Republican,Blank Votes,3
Woburn,5,1,President,,Libertarian,Michael Badnarik,0
Medfield,-,3,President,,Republican,Total Votes Cast,82
Essex,-,1,President,,Democratic,No Preference,3
New Bedford,2,G,President,,Republican,George W. Bush,9
Springfield,3,C,President,,Libertarian,Ruben Perez,0
Newton,1,3,President,,Republican,Total Votes Cast,17
Waltham,9,2,President,,Green-Rainbow,David Cobb,0
N. Attleborough,-,3,President,,Republican,No Preference,18
Quincy,4,2,President,,Green-Rainbow,David Cobb,0
Billerica,-,2,President,,Democratic,John F. Kerry,269
Lowell,7,3,President,,Democratic,John Edwards,11
Duxbury,-,1,President,,Democratic,Total Votes Cast,239
Saugus,-,4,President,,Democratic,All Others,0
Holliston,-,3,President,,Libertarian,Michael Badnarik,1
Malden,1,2,President,,Libertarian,Jeffrey Diket,0
Attleboro,6,A,President,,Libertarian,No Preference,0
Waltham,8,1,President,,Green-Rainbow,All Others,0
Haverhill,1,3,President,,Democratic,Dennis J. Kucinich,5
Marlborough,6,1,President,,Democratic,Carol Moseley Braun,0
Ipswich,-,2,President,,Democratic,Al Sharpton,1
Cohasset,-,1,President,,Republican,No Preference,43
Newton,6,4,President,,Democratic,Blank Votes,3
Milton,-,8,President,,Libertarian,Aaron Russo,0
Abington,-,3,President,,Libertarian,Gary Nolan,0
Cambridge,6,1,President,,Libertarian,Gary Nolan,0
Boston,14,7,President,,Libertarian,Jeffrey Diket,1
Holyoke,5,A,President,,Democratic,Blank Votes,0
Dracut,-,2,President,,Democratic,Al Sharpton,3
Duxbury,-,4,President,,Green-Rainbow,All Others,0
Quincy,3,4,President,,Libertarian,Gary Nolan,0
Fairhaven,-,1,President,,Libertarian,Aaron Russo,1
Newton,8,1,President,,Democratic,Carol Moseley Braun,1
Somerville,6,2,President,,Democratic,All Others,1
N. Attleborough,-,4,President,,Republican,No Preference,13
Lynn,1,2,President,,Democratic,Howard Dean,5
Plymouth,-,9,President,,Libertarian,Aaron Russo,0
Littleton,-,1,President,,Green-Rainbow,Lorna Salzman,0
Hopkinton,-,1,President,,Republican,Blank Votes,1
Boston,20,5,President,,Libertarian,Total Votes Cast,0
Boston,1,12,President,,Democratic,Al Sharpton,4
Dracut,-,6A,President,,Libertarian,Jeffrey Diket,0
Chelsea,4,3,President,,Democratic,Howard Dean,6
Holden,-,2,President,,Democratic,John Edwards,50
Revere,5,2A,President,,Libertarian,Ruben Perez,0
Springfield,4,A,President,,Libertarian,Gary Nolan,0
Chelsea,4,4,President,,Republican,All Others,0
Monson,-,C,President,,Democratic,Blank Votes,1
Springfield,4,G,President,,Libertarian,Aaron Russo,0
Worcester,5,3,President,,Libertarian,Ruben Perez,0
Peabody,1,2,President,,Democratic,Blank Votes,7
Chilmark,-,1,President,,Republican,All Others,0
Orleans,-,1,President,,Democratic,Howard Dean,15
Boston,17,7,President,,Republican,Total Votes Cast,0
Melrose,6,2,President,,Libertarian,Jeffrey Diket,0
Barnstable,-,6,President,,Democratic,John Edwards,57
Boston,21,14,President,,Democratic,No Preference,1
Newton,7,2,President,,Democratic,Joseph Lieberman,10
Swampscott,-,5,President,,Republican,No Preference,2
